27.4938683872,-7.8195188362,457.9009094238,1
27.4972350805,-7.8229479111,463.06647977330005,1
27.4958005417,-7.8241202227999995,467.3467572937,1
27.4957357834,-7.8240099871,476.6680310853,1
27.4972693229,-7.8232137359000005,423.0505065918,1
27.487446080100003,-7.8267685042999995,455.9114379883,1
27.489121627600003,-7.829523114600001,451.826058573,1
27.495353972600004,-7.822821864,479.37353692019997,1
27.495338884499997,-7.8201166764,443.4269245094,1
27.4951344102,-7.819077065,469.5535588747,1
27.4962182688,-7.8196476496,469.75506489620005,1
27.496349382800002,-7.819592578,453.60644708940004,1
27.4981446802,-7.8212429041,456.0892402192,1
27.4955272969,-7.8238244463,454.5536687143,1
27.496913922199997,-7.824046866900001,467.53637006,1
27.486437695,-7.8233623601,446.5581701589,1
27.4861050393,-7.822181572100001,446.38168752449997,1
27.488785355799997,-7.8199611009000005,451.85485325699995,1
27.489091213000002,-7.818252511,451.0697971454,1
27.4941287559,-7.8326399559,456.494975909,1
27.498427297600003,-7.8338106255,447.98969696529997,1
27.493907440100003,-7.8330437611,468.02851983410005,1
27.489574494499998,-7.822739970700001,452.8289945951,1
27.489618735300002,-7.8240070559,451.8545827018,1
27.4857623845,-7.824134395800001,436.8598663434,1
27.485760236500003,-7.82334164,465.0936358143,1
27.4860301722,-7.8229374865,446.1736985142,1
27.4861893351,-7.8237316967999995,451.8113429387,1
27.491061380399998,-7.8254539578,430.7465209961,1
40.3866591344,-3.6987669760000004,591.4454345703,1
40.386959795500005,-3.6986242867000003,587.2747192383,1
40.3870890356,-3.6986517306,592.931640625,1
40.3868216116,-3.6984808485,595.5296020508,0
40.3866819975,-3.6986531052,0.0,0
-3.80701421,719.0,45.0,0
-3.80722023,741.0,23.0,0
-3.80698939,737.0,45.0,0
-3.80722791,756.0,12.0,0
